owner,control,selector_template,properties
button,_background_image,{{WRAPPER}},background-image
button,_background_position,{{WRAPPER}},background-position
button,_background_repeat,{{WRAPPER}},background-repeat
button,_background_size,{{WRAPPER}},background-size
button,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
button,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
button,_background_video_fallback,{{WRAPPER}},background background-size
button,_background_xpos,{{WRAPPER}},background-position
button,_background_ypos,{{WRAPPER}},background-position
button,_border_border,{{WRAPPER}},border-style
button,_border_color,{{WRAPPER}},border-color
button,_border_hover_border,{{WRAPPER}}:hover,border-style
button,_border_hover_color,{{WRAPPER}}:hover,border-color
button,_border_hover_transition,{{WRAPPER}},transition
button,_border_hover_width,{{WRAPPER}}:hover,border-width
button,_border_radius,{{WRAPPER}},border-radius
button,_border_radius_hover,{{WRAPPER}}:hover,border-radius
button,_border_width,{{WRAPPER}},border-width
button,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
button,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
button,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
button,_element_vertical_align,{{WRAPPER}},align-self
button,_element_width,{{WRAPPER}},width max-width
button,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
button,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
button,_flex_order,{{WRAPPER}}.elementor-element,--order
button,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
button,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
button,_grid_column,{{WRAPPER}},grid-column
button,_grid_column_custom,{{WRAPPER}},grid-column
button,_grid_row,{{WRAPPER}},grid-row
button,_grid_row_custom,{{WRAPPER}},grid-row
button,_margin,{{WRAPPER}},margin
button,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
button,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
button,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
button,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
button,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
button,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
button,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
button,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
button,_offset_x,body.rtl {{WRAPPER}},right
button,_offset_x,body:not(.rtl) {{WRAPPER}},left
button,_offset_x_end,body.rtl {{WRAPPER}},left
button,_offset_x_end,body:not(.rtl) {{WRAPPER}},right
button,_offset_y,{{WRAPPER}},top
button,_offset_y_end,{{WRAPPER}},bottom
button,_padding,{{WRAPPER}},padding
button,_transform_flipX_effect,{{WRAPPER}},--e-transform-flipX
button,_transform_flipX_effect_hover,{{WRAPPER}}:hover,--e-transform-flipX
button,_transform_flipY_effect,{{WRAPPER}},--e-transform-flipY
button,_transform_flipY_effect_hover,{{WRAPPER}}:hover,--e-transform-flipY
button,_transform_perspective_effect,{{WRAPPER}},--e-transform-perspective
button,_transform_perspective_effect_hover,{{WRAPPER}}:hover,--e-transform-perspective
button,_transform_rotateX_effect,{{WRAPPER}},--e-transform-rotateX
button,_transform_rotateX_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateX
button,_transform_rotateY_effect,{{WRAPPER}},--e-transform-rotateY
button,_transform_rotateY_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateY
button,_transform_rotateZ_effect,{{WRAPPER}},--e-transform-rotateZ
button,_transform_rotateZ_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateZ
button,_transform_rotate_3d,{{WRAPPER}},--e-transform-rotateX --e-transform-perspective
button,_transform_rotate_3d_hover,{{WRAPPER}}:hover,--e-transform-rotateX --e-transform-perspective
button,_transform_scaleX_effect,{{WRAPPER}},--e-transform-scaleX
button,_transform_scaleX_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleX
button,_transform_scaleY_effect,{{WRAPPER}},--e-transform-scaleY
button,_transform_scaleY_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleY
button,_transform_scale_effect,{{WRAPPER}},--e-transform-scale
button,_transform_scale_effect_hover,{{WRAPPER}}:hover,--e-transform-scale
button,_transform_skewX_effect,{{WRAPPER}},--e-transform-skewX
button,_transform_skewX_effect_hover,{{WRAPPER}}:hover,--e-transform-skewX
button,_transform_skewY_effect,{{WRAPPER}},--e-transform-skewY
button,_transform_skewY_effect_hover,{{WRAPPER}}:hover,--e-transform-skewY
button,_transform_transition_hover,{{WRAPPER}},--e-transform-transition-duration
button,_transform_translateX_effect,{{WRAPPER}},--e-transform-translateX
button,_transform_translateX_effect_hover,{{WRAPPER}}:hover,--e-transform-translateX
button,_transform_translateY_effect,{{WRAPPER}},--e-transform-translateY
button,_transform_translateY_effect_hover,{{WRAPPER}}:hover,--e-transform-translateY
button,_z_index,{{WRAPPER}},z-index
button,background_attachment,(desktop+){{WRAPPER}} .elementor-button,background-attachment
button,background_bg_width,{{WRAPPER}} .elementor-button,background-size
button,background_color,{{WRAPPER}} .elementor-button,background-color
button,background_gradient_angle,{{WRAPPER}} .elementor-button,background-color background-image
button,background_gradient_position,{{WRAPPER}} .elementor-button,background-color background-image
button,background_position,{{WRAPPER}} .elementor-button,background-position
button,background_repeat,{{WRAPPER}} .elementor-button,background-repeat
button,background_size,{{WRAPPER}} .elementor-button,background-size
button,background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
button,background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
button,background_video_fallback,{{WRAPPER}} .elementor-button,background background-size
button,background_xpos,{{WRAPPER}} .elementor-button,background-position
button,background_ypos,{{WRAPPER}} .elementor-button,background-position
button,border_border,{{WRAPPER}} .elementor-button,border-style
button,border_color,{{WRAPPER}} .elementor-button,border-color
button,border_radius,{{WRAPPER}} .elementor-button,border-radius
button,border_width,{{WRAPPER}} .elementor-button,border-width
button,button_background_hover_attachment,"(desktop+){{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-attachment
button,button_background_hover_bg_width,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-size
button,button_background_hover_color,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-color
button,button_background_hover_gradient_angle,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-color background-image
button,button_background_hover_gradient_position,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-color background-image
button,button_background_hover_position,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-position
button,button_background_hover_repeat,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-repeat
button,button_background_hover_size,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-size
button,button_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
button,button_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
button,button_background_hover_video_fallback,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background background-size
button,button_background_hover_xpos,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-position
button,button_background_hover_ypos,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",background-position
button,button_box_shadow_box_shadow,{{WRAPPER}} .elementor-button,box-shadow
button,button_hover_border_color,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",border-color
button,button_hover_box_shadow_box_shadow,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",box-shadow
button,button_hover_transition_duration,{{WRAPPER}} .elementor-button,transition-duration
button,button_text_color,{{WRAPPER}} .elementor-button,fill color
button,content_align,{{WRAPPER}} .elementor-button .elementor-button-content-wrapper,justify-content
button,hover_color,"{{WRAPPER}} .elementor-button:hover svg, {{WRAPPER}} .elementor-button:focus svg",fill
button,hover_color,"{{WRAPPER}} .elementor-button:hover, {{WRAPPER}} .elementor-button:focus",color
button,icon_align,{{WRAPPER}} .elementor-button-content-wrapper,flex-direction
button,icon_indent,{{WRAPPER}} .elementor-button .elementor-button-content-wrapper,gap
button,motion_fx_transform_origin_x,{{WRAPPER}},--e-transform-origin-x
button,motion_fx_transform_origin_y,{{WRAPPER}},--e-transform-origin-y
button,motion_fx_transform_x_anchor_point,{{WRAPPER}},--e-transform-origin-x
button,motion_fx_transform_y_anchor_point,{{WRAPPER}},--e-transform-origin-y
button,text_padding,{{WRAPPER}} .elementor-button,padding
button,text_shadow_text_shadow,{{WRAPPER}} .elementor-button,text-shadow
button,typography_font_family,{{WRAPPER}} .elementor-button,font-family
button,typography_font_size,{{WRAPPER}} .elementor-button,font-size
button,typography_font_style,{{WRAPPER}} .elementor-button,font-style
button,typography_font_weight,{{WRAPPER}} .elementor-button,font-weight
button,typography_letter_spacing,{{WRAPPER}} .elementor-button,letter-spacing
button,typography_line_height,{{WRAPPER}} .elementor-button,line-height
button,typography_text_decoration,{{WRAPPER}} .elementor-button,text-decoration
button,typography_text_transform,{{WRAPPER}} .elementor-button,text-transform
button,typography_word_spacing,{{WRAPPER}} .elementor-button,word-spacing
call-to-action,_background_attachment,(desktop+){{WRAPPER}},background-attachment
call-to-action,_background_bg_width,{{WRAPPER}},background-size
call-to-action,_background_color,{{WRAPPER}},background-color
call-to-action,_background_gradient_angle,{{WRAPPER}},background-color background-image
call-to-action,_background_gradient_position,{{WRAPPER}},background-color background-image
call-to-action,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
call-to-action,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
call-to-action,_background_hover_color,{{WRAPPER}}:hover,background-color
call-to-action,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
call-to-action,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
call-to-action,_background_hover_image,{{WRAPPER}}:hover,background-image
call-to-action,_background_hover_position,{{WRAPPER}}:hover,background-position
call-to-action,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
call-to-action,_background_hover_size,{{WRAPPER}}:hover,background-size
call-to-action,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
call-to-action,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
call-to-action,_background_hover_transition,{{WRAPPER}},transition
call-to-action,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
call-to-action,_background_hover_xpos,{{WRAPPER}}:hover,background-position
call-to-action,_background_hover_ypos,{{WRAPPER}}:hover,background-position
call-to-action,_background_image,{{WRAPPER}},background-image
call-to-action,_background_position,{{WRAPPER}},background-position
call-to-action,_background_repeat,{{WRAPPER}},background-repeat
call-to-action,_background_size,{{WRAPPER}},background-size
call-to-action,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
call-to-action,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
call-to-action,_background_video_fallback,{{WRAPPER}},background background-size
call-to-action,_background_xpos,{{WRAPPER}},background-position
call-to-action,_background_ypos,{{WRAPPER}},background-position
call-to-action,_border_border,{{WRAPPER}},border-style
call-to-action,_border_color,{{WRAPPER}},border-color
call-to-action,_border_hover_border,{{WRAPPER}}:hover,border-style
call-to-action,_border_hover_color,{{WRAPPER}}:hover,border-color
call-to-action,_border_hover_transition,{{WRAPPER}},transition
call-to-action,_border_hover_width,{{WRAPPER}}:hover,border-width
call-to-action,_border_radius,{{WRAPPER}},border-radius
call-to-action,_border_radius_hover,{{WRAPPER}}:hover,border-radius
call-to-action,_border_width,{{WRAPPER}},border-width
call-to-action,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
call-to-action,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
call-to-action,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
call-to-action,_element_vertical_align,{{WRAPPER}},align-self
call-to-action,_element_width,{{WRAPPER}},width max-width
call-to-action,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
call-to-action,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
call-to-action,_flex_order,{{WRAPPER}}.elementor-element,--order
call-to-action,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
call-to-action,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
call-to-action,_grid_column,{{WRAPPER}},grid-column
call-to-action,_grid_column_custom,{{WRAPPER}},grid-column
call-to-action,_grid_row,{{WRAPPER}},grid-row
call-to-action,_grid_row_custom,{{WRAPPER}},grid-row
call-to-action,_margin,{{WRAPPER}},margin
call-to-action,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
call-to-action,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
call-to-action,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
