owner,control,device,type,css,expected,status,detail
audio,_grid_column_custom,,text,grid-column,,property,
audio,_grid_column_custom_mobile,mobile,text,grid-column,,property,
audio,_grid_column_custom_tablet,tablet,text,grid-column,,property,
audio,_grid_row_custom,,text,grid-row,,property,
audio,_grid_row_custom_mobile,mobile,text,grid-row,,property,
audio,_grid_row_custom_tablet,tablet,text,grid-row,,property,
audio,_transform_flipX_effect,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
audio,_transform_flipX_effect_hover,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
audio,_transform_flipY_effect,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
audio,_transform_flipY_effect_hover,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
audio,_transform_rotate_3d,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
audio,_transform_rotate_3d_hover,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
author-box,_element_width,,select,width|max-width,inherit,property,property present but not the value 'inherit'
author-box,_element_width_mobile,mobile,select,width|max-width,inherit,property,property present but not the value 'inherit'
author-box,_element_width_tablet,tablet,select,width|max-width,inherit,property,property present but not the value 'inherit'
author-box,_grid_column_custom,,text,grid-column,,property,
author-box,_grid_column_custom_mobile,mobile,text,grid-column,,property,
author-box,_grid_column_custom_tablet,tablet,text,grid-column,,property,
author-box,_grid_row_custom,,text,grid-row,,property,
author-box,_grid_row_custom_mobile,mobile,text,grid-row,,property,
author-box,_grid_row_custom_tablet,tablet,text,grid-row,,property,
author-box,_transform_flipX_effect,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
author-box,_transform_flipX_effect_hover,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
author-box,_transform_flipY_effect,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
author-box,_transform_flipY_effect_hover,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
author-box,_transform_rotate_3d,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
author-box,_transform_rotate_3d_hover,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
author-box,image_border,,switcher,border-style,,property,
blockquote,_element_width,,select,width|max-width,inherit,property,property present but not the value 'inherit'
blockquote,_element_width_mobile,mobile,select,width|max-width,inherit,property,property present but not the value 'inherit'
blockquote,_element_width_tablet,tablet,select,width|max-width,inherit,property,property present but not the value 'inherit'
blockquote,_grid_column_custom,,text,grid-column,,property,
blockquote,_grid_column_custom_mobile,mobile,text,grid-column,,property,
blockquote,_grid_column_custom_tablet,tablet,text,grid-column,,property,
blockquote,_grid_row_custom,,text,grid-row,,property,
blockquote,_grid_row_custom_mobile,mobile,text,grid-row,,property,
blockquote,_grid_row_custom_tablet,tablet,text,grid-row,,property,
blockquote,_transform_flipX_effect,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
blockquote,_transform_flipX_effect_hover,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
blockquote,_transform_flipY_effect,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
blockquote,_transform_flipY_effect_hover,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
blockquote,_transform_rotate_3d,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
blockquote,_transform_rotate_3d_hover,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
button,_element_width,,select,width|max-width,inherit,property,property present but not the value 'inherit'
button,_element_width_mobile,mobile,select,width|max-width,inherit,property,property present but not the value 'inherit'
button,_element_width_tablet,tablet,select,width|max-width,inherit,property,property present but not the value 'inherit'
button,_grid_column_custom,,text,grid-column,,property,
button,_grid_column_custom_mobile,mobile,text,grid-column,,property,
button,_grid_column_custom_tablet,tablet,text,grid-column,,property,
button,_grid_row_custom,,text,grid-row,,property,
button,_grid_row_custom_mobile,mobile,text,grid-row,,property,
button,_grid_row_custom_tablet,tablet,text,grid-row,,property,
button,_transform_flipX_effect,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
button,_transform_flipX_effect_hover,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
button,_transform_flipY_effect,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
button,_transform_flipY_effect_hover,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
button,_transform_rotate_3d,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
button,_transform_rotate_3d_hover,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
call-to-action,_element_width,,select,width|max-width,inherit,property,property present but not the value 'inherit'
call-to-action,_element_width_mobile,mobile,select,width|max-width,inherit,property,property present but not the value 'inherit'
call-to-action,_element_width_tablet,tablet,select,width|max-width,inherit,property,property present but not the value 'inherit'
call-to-action,_grid_column_custom,,text,grid-column,,property,
call-to-action,_grid_column_custom_mobile,mobile,text,grid-column,,property,
call-to-action,_grid_column_custom_tablet,tablet,text,grid-column,,property,
call-to-action,_grid_row_custom,,text,grid-row,,property,
call-to-action,_grid_row_custom_mobile,mobile,text,grid-row,,property,
call-to-action,_grid_row_custom_tablet,tablet,text,grid-row,,property,
call-to-action,_transform_flipX_effect,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
call-to-action,_transform_flipX_effect_hover,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
call-to-action,_transform_flipY_effect,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
call-to-action,_transform_flipY_effect_hover,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
call-to-action,_transform_rotate_3d,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
call-to-action,_transform_rotate_3d_hover,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
call-to-action,button_color,,color,color|border-color,#92AF5F,property,property present but not the value '#92AF5F'
code-highlight,_element_width,,select,width|max-width,inherit,property,property present but not the value 'inherit'
code-highlight,_element_width_mobile,mobile,select,width|max-width,inherit,property,property present but not the value 'inherit'
code-highlight,_element_width_tablet,tablet,select,width|max-width,inherit,property,property present but not the value 'inherit'
code-highlight,_grid_column_custom,,text,grid-column,,property,
code-highlight,_grid_column_custom_mobile,mobile,text,grid-column,,property,
code-highlight,_grid_column_custom_tablet,tablet,text,grid-column,,property,
code-highlight,_grid_row_custom,,text,grid-row,,property,
code-highlight,_grid_row_custom_mobile,mobile,text,grid-row,,property,
code-highlight,_grid_row_custom_tablet,tablet,text,grid-row,,property,
code-highlight,_transform_flipX_effect,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
code-highlight,_transform_flipX_effect_hover,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
code-highlight,_transform_flipY_effect,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
code-highlight,_transform_flipY_effect_hover,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
code-highlight,_transform_rotate_3d,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
code-highlight,_transform_rotate_3d_hover,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
column,content_position,,select,align-items|align-content,top,property,property present but not the value 'top'
column,content_position_mobile,mobile,select,align-items|align-content,top,property,property present but not the value 'top'
column,content_position_tablet,tablet,select,align-items|align-content,top,property,property present but not the value 'top'
common,_element_width,,select,width|max-width,inherit,property,property present but not the value 'inherit'
common,_element_width_mobile,mobile,select,width|max-width,inherit,property,property present but not the value 'inherit'
common,_element_width_tablet,tablet,select,width|max-width,inherit,property,property present but not the value 'inherit'
common,_grid_column_custom,,text,grid-column,,property,
common,_grid_column_custom_mobile,mobile,text,grid-column,,property,
common,_grid_column_custom_tablet,tablet,text,grid-column,,property,
common,_grid_row_custom,,text,grid-row,,property,
common,_grid_row_custom_mobile,mobile,text,grid-row,,property,
common,_grid_row_custom_tablet,tablet,text,grid-row,,property,
common,_transform_flipX_effect,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
common,_transform_flipX_effect_hover,,choose,--e-transform-flipX,transform,property,property present but not the value 'transform'
common,_transform_flipY_effect,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
common,_transform_flipY_effect_hover,,choose,--e-transform-flipY,transform,property,property present but not the value 'transform'
common,_transform_rotate_3d,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
common,_transform_rotate_3d_hover,,switcher,--e-transform-rotateX|--e-transform-perspective,,property,
common-base,_element_width,,select,width|max-width,inherit,property,property present but not the value 'inherit'
common-base,_element_width_mobile,mobile,select,width|max-width,inherit,property,property present but not the value 'inherit'
