owner,control,type,tab,section,responsive,control_tier,owner_tier,default,options,condition,css,label
link-in-bio,identity_image_bottom_border_width,slider,style,identity_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":1,""sizes"":[]}",,"{""identity_image_bottom_show_border"":""yes"",""identity_image_style"":""cover""}",--e-link-in-bio-identity-image-cover-border-bottom-width,Border Width (px)
link-in-bio,identity_image_bottom_border_color,color,style,identity_section_style,,free,free,#000000,,"{""identity_image_bottom_show_border"":""yes"",""identity_image_style"":""cover""}",--e-link-in-bio-identity-image-cover-border-color,Border Color
link-in-bio,bio_heading_text_color,color,style,bio_section_style,,free,free,,,,--e-link-in-bio-heading-color,Text Color
link-in-bio,bio_heading_typography_typography,popover_toggle,style,bio_section_style,,free,free,,,,,Typography
link-in-bio,bio_heading_typography_font_family,font,style,bio_section_style,,free,free,,,"{""bio_heading_typography_typography!"":""""}",font-family,Family
link-in-bio,bio_heading_typography_font_size,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_heading_typography_typography!"":""""}",font-size,Size
link-in-bio,bio_heading_typography_font_weight,select,style,bio_section_style,,free,free,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""bio_heading_typography_typography!"":""""}",font-weight,Weight
link-in-bio,bio_heading_typography_text_transform,select,style,bio_section_style,,free,free,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""bio_heading_typography_typography!"":""""}",text-transform,Transform
link-in-bio,bio_heading_typography_font_style,select,style,bio_section_style,,free,free,,"["""",""normal"",""italic"",""oblique""]","{""bio_heading_typography_typography!"":""""}",font-style,Style
link-in-bio,bio_heading_typography_text_decoration,select,style,bio_section_style,,free,free,,"["""",""underline"",""overline"",""line-through"",""none""]","{""bio_heading_typography_typography!"":""""}",text-decoration,Decoration
link-in-bio,bio_heading_typography_line_height,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_heading_typography_typography!"":""""}",line-height,Line Height
link-in-bio,bio_heading_typography_letter_spacing,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_heading_typography_typography!"":""""}",letter-spacing,Letter Spacing
link-in-bio,bio_heading_typography_word_spacing,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_heading_typography_typography!"":""""}",word-spacing,Word Spacing
link-in-bio,bio_title_text_color,color,style,bio_section_style,,free,free,,,,--e-link-in-bio-title-color,Text Color
link-in-bio,bio_title_typography_typography,popover_toggle,style,bio_section_style,,free,free,,,,,Typography
link-in-bio,bio_title_typography_font_family,font,style,bio_section_style,,free,free,,,"{""bio_title_typography_typography!"":""""}",font-family,Family
link-in-bio,bio_title_typography_font_size,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_title_typography_typography!"":""""}",font-size,Size
link-in-bio,bio_title_typography_font_weight,select,style,bio_section_style,,free,free,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""bio_title_typography_typography!"":""""}",font-weight,Weight
link-in-bio,bio_title_typography_text_transform,select,style,bio_section_style,,free,free,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""bio_title_typography_typography!"":""""}",text-transform,Transform
link-in-bio,bio_title_typography_font_style,select,style,bio_section_style,,free,free,,"["""",""normal"",""italic"",""oblique""]","{""bio_title_typography_typography!"":""""}",font-style,Style
link-in-bio,bio_title_typography_text_decoration,select,style,bio_section_style,,free,free,,"["""",""underline"",""overline"",""line-through"",""none""]","{""bio_title_typography_typography!"":""""}",text-decoration,Decoration
link-in-bio,bio_title_typography_line_height,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_title_typography_typography!"":""""}",line-height,Line Height
link-in-bio,bio_title_typography_letter_spacing,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_title_typography_typography!"":""""}",letter-spacing,Letter Spacing
link-in-bio,bio_title_typography_word_spacing,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_title_typography_typography!"":""""}",word-spacing,Word Spacing
link-in-bio,bio_description_text_color,color,style,bio_section_style,,free,free,,,,--e-link-in-bio-description-color,Text Color
link-in-bio,bio_description_typography_typography,popover_toggle,style,bio_section_style,,free,free,,,,,Typography
link-in-bio,bio_description_typography_font_family,font,style,bio_section_style,,free,free,,,"{""bio_description_typography_typography!"":""""}",font-family,Family
link-in-bio,bio_description_typography_font_size,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_description_typography_typography!"":""""}",font-size,Size
link-in-bio,bio_description_typography_font_weight,select,style,bio_section_style,,free,free,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""bio_description_typography_typography!"":""""}",font-weight,Weight
link-in-bio,bio_description_typography_text_transform,select,style,bio_section_style,,free,free,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""bio_description_typography_typography!"":""""}",text-transform,Transform
link-in-bio,bio_description_typography_font_style,select,style,bio_section_style,,free,free,,"["""",""normal"",""italic"",""oblique""]","{""bio_description_typography_typography!"":""""}",font-style,Style
link-in-bio,bio_description_typography_text_decoration,select,style,bio_section_style,,free,free,,"["""",""underline"",""overline"",""line-through"",""none""]","{""bio_description_typography_typography!"":""""}",text-decoration,Decoration
link-in-bio,bio_description_typography_line_height,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_description_typography_typography!"":""""}",line-height,Line Height
link-in-bio,bio_description_typography_letter_spacing,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_description_typography_typography!"":""""}",letter-spacing,Letter Spacing
link-in-bio,bio_description_typography_word_spacing,slider,style,bio_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""bio_description_typography_typography!"":""""}",word-spacing,Word Spacing
link-in-bio,icons_color,color,style,icons_section_style,,free,free,,,,--e-link-in-bio-icon-color,Color
link-in-bio,icons_size,select,style,icons_section_style,,free,free,small,"[""small"",""medium"",""large""]",,,Size
link-in-bio,cta_links_type,select,style,cta_links_section_style,,free,free,button,"[""button"",""link""]",,,Type
link-in-bio,cta_links_text_color,color,style,cta_links_section_style,,free,free,,,,--e-link-in-bio-ctas-text-color,Text Color
link-in-bio,cta_links_background_color,color,style,cta_links_section_style,,free,free,,,"{""cta_links_type"":""button""}",--e-link-in-bio-ctas-background-color,Background Color
link-in-bio,cta_links_typography_typography,popover_toggle,style,cta_links_section_style,,free,free,,,,,Typography
link-in-bio,cta_links_typography_font_family,font,style,cta_links_section_style,,free,free,,,"{""cta_links_typography_typography!"":""""}",font-family,Family
link-in-bio,cta_links_typography_font_size,slider,style,cta_links_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""cta_links_typography_typography!"":""""}",font-size,Size
link-in-bio,cta_links_typography_font_weight,select,style,cta_links_section_style,,free,free,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""cta_links_typography_typography!"":""""}",font-weight,Weight
link-in-bio,cta_links_typography_text_transform,select,style,cta_links_section_style,,free,free,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""cta_links_typography_typography!"":""""}",text-transform,Transform
link-in-bio,cta_links_typography_font_style,select,style,cta_links_section_style,,free,free,,"["""",""normal"",""italic"",""oblique""]","{""cta_links_typography_typography!"":""""}",font-style,Style
link-in-bio,cta_links_typography_text_decoration,select,style,cta_links_section_style,,free,free,,"["""",""underline"",""overline"",""line-through"",""none""]","{""cta_links_typography_typography!"":""""}",text-decoration,Decoration
link-in-bio,cta_links_typography_line_height,slider,style,cta_links_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""cta_links_typography_typography!"":""""}",line-height,Line Height
link-in-bio,cta_links_typography_letter_spacing,slider,style,cta_links_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""cta_links_typography_typography!"":""""}",letter-spacing,Letter Spacing
link-in-bio,cta_links_typography_word_spacing,slider,style,cta_links_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""cta_links_typography_typography!"":""""}",word-spacing,Word Spacing
link-in-bio,cta_links_show_border,switcher,style,cta_links_section_style,,free,free,,,"{""cta_links_type"":""button""}",,Border
link-in-bio,cta_links_border_width,slider,style,cta_links_section_style,mobile|tablet,free,free,"{""unit"":""px"",""size"":1,""sizes"":[]}",,"{""cta_links_show_border"":""yes"",""cta_links_type"":""button""}",--e-link-in-bio-ctas-border-width,Border Width (px)
link-in-bio,cta_links_border_color,color,style,cta_links_section_style,,free,free,#000000,,"{""cta_links_show_border"":""yes"",""cta_links_type"":""button""}",--e-link-in-bio-ctas-border-color,Border Color
link-in-bio,cta_links_corners,select,style,cta_links_section_style,,free,free,rounded,"[""round"",""rounded"",""sharp""]","{""cta_links_type"":""button""}",,Corners
link-in-bio,cta_links_padding,dimensions,style,cta_links_section_style,mobile|tablet,free,free,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":false}",,"{""cta_links_type"":""button""}",--e-link-in-bio-ctas-padding-block-end|--e-link-in-bio-ctas-padding-block-start|--e-link-in-bio-ctas-padding-inline-end|--e-link-in-bio-ctas-padding-inline-start,Padding
link-in-bio,background_border_background_group_background,choose,style,background_border_section_style,,free,free,classic,"[""classic"",""gradient""]",,,Background Type
