batch,element,control,property,declared,computed,selector,status
batch-000.json,dede853,background_hover_color,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,dede853,background_hover_gradient_angle,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,dede853,background_hover_gradient_angle,background-image,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,dede853,border_border,border-style,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,dede853,border_color,border-color,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,dede853,border_hover_border,border-style,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,dede853,border_hover_color,border-color,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,dede853,border_hover_width,border-width,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,dede853,border_width,border-width,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,a0b0099,background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-a0b0099:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,a0b0099,background_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-a0b0099:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,a0b0099,background_gradient_position,background-image,"radial-gradient(rgb(115, 87, 226) 278%, rgb(228, 150, 169) 362%)","radial-gradient(rgb(115, 87, 226) 278%, rgb(228, 150, 169) 362%)",.elementor-element-a0b0099:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,a0b0099,background_hover_color,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,a0b0099,background_hover_gradient_position,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,a0b0099,background_hover_gradient_position,background-image,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,f30b221,background_hover_image,background-image,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,f30b221,background_hover_size,background-size,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,f30b221,background_hover_position,background-position,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,f30b221,background_hover_ypos,background-position,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,f30b221,background_hover_xpos,background-position,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,f30b221,background_overlay_color,background-color,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,f30b221,background_overlay_gradient_angle,background-color,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,f30b221,background_overlay_gradient_angle,background-image,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,f30b221,background_overlay_hover_color,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,f30b221,background_overlay_hover_gradient_angle,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,f30b221,background_overlay_hover_gradient_angle,background-image,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,f30b221,background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-f30b221:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,f30b221,background_size,background-size,auto,auto,.elementor-element-f30b221:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,verified
batch-000.json,f30b221,background_position,background-position,861px 12px,861px 12px,.elementor-element-f30b221:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,f30b221,background_ypos,background-position,861px 12px,861px 12px,.elementor-element-f30b221:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,f30b221,background_xpos,background-position,861px 12px,861px 12px,.elementor-element-f30b221:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-001.json,077c091,background_hover_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-001.json,077c091,background_hover_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-001.json,077c091,background_overlay_color,background-color,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,077c091,background_overlay_gradient_position,background-color,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,077c091,background_overlay_gradient_position,background-image,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,077c091,background_overlay_hover_color,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,077c091,background_overlay_hover_gradient_position,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,077c091,background_overlay_hover_gradient_position,background-image,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,e9b00cd,background_hover_video_fallback,background,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-001.json,e9b00cd,background_hover_video_fallback,background-size,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-001.json,e9b00cd,background_overlay_hover_image,background-image,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,e9b00cd,background_overlay_hover_size,background-size,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,e9b00cd,background_overlay_hover_position,background-position,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,e9b00cd,background_overlay_hover_ypos,background-position,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,e9b00cd,background_overlay_hover_xpos,background-position,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,e9b00cd,background_overlay_image,background-image,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,e9b00cd,background_overlay_size,background-size,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,e9b00cd,background_overlay_position,background-position,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,e9b00cd,background_overlay_ypos,background-position,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,e9b00cd,background_overlay_xpos,background-position,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,63e3cd3,background_overlay_hover_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-001.json,63e3cd3,background_overlay_hover_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-001.json,63e3cd3,background_overlay_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-001.json,63e3cd3,background_overlay_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-001.json,0c29f98,background_overlay_hover_video_fallback,background,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,0c29f98,background_overlay_hover_video_fallback,background-size,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-001.json,0c29f98,background_overlay_video_fallback,background,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,0c29f98,background_overlay_video_fallback,background-size,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-001.json,3d7a205,background_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-001.json,3d7a205,background_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-001.json,80714e0,background_video_fallback,background,,,"{{WRAPPER}}:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap, {{WRAPPER}} > .elementor-widget-wrap > .elementor-motion-effects-container > .elementor-motion-effects-layer",no-target-node
batch-001.json,80714e0,background_video_fallback,background-size,,,"{{WRAPPER}}:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap, {{WRAPPER}} > .elementor-widget-wrap > .elementor-motion-effects-container > .elementor-motion-effects-layer",no-target-node
batch-001.json,1b7cc8a,_flex_align_self,--align-self,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_flex_grow,--flex-grow,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_flex_order,--order,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_flex_shrink,--flex-shrink,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,position,--position,,,{{WRAPPER}},no-target-node
batch-001.json,1b7cc8a,_offset_x,right,,,body.rtl {{WRAPPER}},no-target-node
batch-001.json,1b7cc8a,_offset_x,left,,,body:not(.rtl) {{WRAPPER}},no-target-node
batch-001.json,1b7cc8a,_offset_y,top,,,{{WRAPPER}},no-target-node
batch-001.json,1b7cc8a,_transform_flipX_effect,--e-con-transform-flipX,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_flipX_effect_hover,--e-con-transform-flipX,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_flipY_effect,--e-con-transform-flipY,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_flipY_effect_hover,--e-con-transform-flipY,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_rotate_3d,--e-con-transform-rotateX,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_rotate_3d,--e-con-transform-perspective,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_perspective_effect,--e-con-transform-perspective,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_rotate_3d_hover,--e-con-transform-rotateX,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_rotate_3d_hover,--e-con-transform-perspective,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_perspective_effect_hover,--e-con-transform-perspective,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_rotateX_effect,--e-con-transform-rotateX,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_rotateX_effect_hover,--e-con-transform-rotateX,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_rotateY_effect,--e-con-transform-rotateY,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_rotateY_effect_hover,--e-con-transform-rotateY,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_rotateZ_effect,--e-con-transform-rotateZ,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_rotateZ_effect_hover,--e-con-transform-rotateZ,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_scaleX_effect,--e-con-transform-scaleX,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_scaleX_effect_hover,--e-con-transform-scaleX,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_scaleY_effect,--e-con-transform-scaleY,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_scaleY_effect_hover,--e-con-transform-scaleY,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_skewX_effect,--e-con-transform-skewX,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_skewX_effect_hover,--e-con-transform-skewX,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_skewY_effect,--e-con-transform-skewY,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_skewY_effect_hover,--e-con-transform-skewY,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_transition_hover,--e-con-transform-transition-duration,,,{{WRAPPER}},no-target-node
batch-001.json,1b7cc8a,_transform_translateX_effect,--e-con-transform-translateX,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_translateX_effect_hover,--e-con-transform-translateX,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,_transform_translateY_effect,--e-con-transform-translateY,,,{{WRAPPER}}.e-con,no-target-node
batch-001.json,1b7cc8a,_transform_translateY_effect_hover,--e-con-transform-translateY,,,{{WRAPPER}}.e-con:hover,hover-only
batch-001.json,1b7cc8a,background_image,background-image,,,"{{WRAPPER}}:not(.elementor-motion-effects-element-type-background), {{WRAPPER}} > .elementor-motion-effects-container > .elementor-motion-effects-layer",no-target-node
batch-001.json,1b7cc8a,background_attachment,background-attachment,,,"(desktop+){{WRAPPER}}:not(.elementor-motion-effects-element-type-background), {{WRAPPER}} > .elementor-motion-effects-container > .elementor-motion-effects-layer",no-target-node
