element,owner,control,property,declared,computed,status
2f9b9dc,posts,_transform_rotateX_effect_hover,--e-transform-rotateX,28deg,,no-target-node
2f9b9dc,posts,_transform_rotateY_effect_hover,--e-transform-rotateY,42deg,,no-target-node
2f9b9dc,posts,_transform_rotateZ_effect_hover,--e-transform-rotateZ,254deg,,no-target-node
2f9b9dc,posts,_transform_scaleX_effect_hover,--e-transform-scaleX,431,,no-target-node
2f9b9dc,posts,_transform_scaleY_effect_hover,--e-transform-scaleY,380,,no-target-node
2f9b9dc,posts,_transform_skewX_effect_hover,--e-transform-skewX,124deg,,no-target-node
2f9b9dc,posts,_transform_skewY_effect_hover,--e-transform-skewY,643deg,,no-target-node
2f9b9dc,posts,_transform_translateX_effect_hover,--e-transform-translateX,262px,,no-target-node
2f9b9dc,posts,_transform_translateY_effect_hover,--e-transform-translateY,391px,,no-target-node
2f9b9dc,posts,classic_box_bg_color_hover,background-color,"rgb(197, 177, 215)",,no-target-node
2f9b9dc,posts,classic_box_border_color_hover,border-color,"rgb(174, 122, 231)",,no-target-node
2f9b9dc,posts,classic_box_shadow_hover_box_shadow,box-shadow,"rgb(99, 78, 214) 3px 5px 7px 2px",,no-target-node
2f9b9dc,posts,classic_thumbnail_hover_filters_blur,filter,brightness(440%) contrast(704%) saturate(182%) blur(603px) hue-rotate(123deg),,no-target-node
d3f00a2,posts,_background_hover_color,background-color,transparent,,no-target-node
d3f00a2,posts,_background_hover_gradient_angle,background-color,transparent,,no-target-node
d3f00a2,posts,_background_hover_gradient_angle,background-image,"linear-gradient(611deg, rgb(108, 75, 58) 728%, rgb(169, 107, 147) 169%)",,no-target-node
d3f00a2,posts,_border_hover_border,border-style,solid,,no-target-node
d3f00a2,posts,_border_hover_color,border-color,"rgb(97, 97, 68)",,no-target-node
d3f00a2,posts,_border_hover_width,border-width,45px 46px 47px 48px,,no-target-node
d3f00a2,posts,_transform_scale_effect_hover,--e-transform-scale,343,,no-target-node
548f753,posts,_background_hover_color,background-color,transparent,,no-target-node
548f753,posts,_background_hover_gradient_position,background-color,transparent,,no-target-node
548f753,posts,_background_hover_gradient_position,background-image,"radial-gradient(rgb(108, 75, 58) 728%, rgb(169, 107, 147) 169%)",,no-target-node
3ecf8cb,posts,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
3ecf8cb,posts,_background_hover_size,background-size,auto,,no-target-node
3ecf8cb,posts,_background_hover_position,background-position,548px 782px,,no-target-node
3ecf8cb,posts,_background_hover_ypos,background-position,548px 782px,,no-target-node
3ecf8cb,posts,_background_hover_xpos,background-position,548px 782px,,no-target-node
49ebf57,posts,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
dc48778,posts,cards_thumbnail_hover_filters_blur,filter,brightness(140%) contrast(794%) saturate(741%) blur(804px) hue-rotate(618deg),,no-target-node
460bc44,posts,full_content_box_bg_color_hover,background-color,"rgb(98, 221, 89)",,no-target-node
460bc44,posts,full_content_box_border_color_hover,border-color,"rgb(102, 230, 48)",,no-target-node
460bc44,posts,full_content_box_shadow_hover_box_shadow,box-shadow,"rgb(216, 71, 198) 3px 5px 7px 2px",,no-target-node
460bc44,posts,full_content_thumbnail_hover_filters_blur,filter,brightness(536%) contrast(312%) saturate(102%) blur(818px) hue-rotate(509deg),,no-target-node
7e9f030,posts,pagination_hover_color,color,"rgb(82, 218, 91)",,no-target-node
e86c257,portfolio,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
e86c257,portfolio,_background_hover_attachment,background-attachment,scroll,,no-target-node
e86c257,portfolio,_background_hover_size,background-size,696px,,no-target-node
e86c257,portfolio,_background_hover_bg_width,background-size,696px,,no-target-node
e86c257,portfolio,_background_hover_color,background-color,"rgb(237, 136, 73)",,no-target-node
e86c257,portfolio,_background_hover_position,background-position,center center,,no-target-node
e86c257,portfolio,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
e86c257,portfolio,_border_hover_border,border-style,none,,no-target-node
e86c257,portfolio,_border_radius_hover,border-radius,33px 34px 35px 36px,,no-target-node
e86c257,portfolio,_box_shadow_hover_box_shadow,box-shadow,"rgb(59, 99, 124) 3px 5px 7px 2px",,no-target-node
e86c257,portfolio,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
e86c257,portfolio,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
e86c257,portfolio,_transform_rotate_3d_hover,--e-transform-rotateX,389deg,,no-target-node
e86c257,portfolio,_transform_rotate_3d_hover,--e-transform-perspective,199px,,no-target-node
e86c257,portfolio,_transform_perspective_effect_hover,--e-transform-perspective,199px,,no-target-node
e86c257,portfolio,_transform_rotateX_effect_hover,--e-transform-rotateX,389deg,,no-target-node
e86c257,portfolio,_transform_rotateY_effect_hover,--e-transform-rotateY,247deg,,no-target-node
e86c257,portfolio,_transform_rotateZ_effect_hover,--e-transform-rotateZ,20deg,,no-target-node
e86c257,portfolio,_transform_scaleX_effect_hover,--e-transform-scaleX,706,,no-target-node
e86c257,portfolio,_transform_scaleY_effect_hover,--e-transform-scaleY,649,,no-target-node
e86c257,portfolio,_transform_skewX_effect_hover,--e-transform-skewX,289deg,,no-target-node
e86c257,portfolio,_transform_skewY_effect_hover,--e-transform-skewY,97deg,,no-target-node
e86c257,portfolio,_transform_translateX_effect_hover,--e-transform-translateX,866px,,no-target-node
e86c257,portfolio,_transform_translateY_effect_hover,--e-transform-translateY,711px,,no-target-node
44fa67c,portfolio,_background_hover_color,background-color,transparent,,no-target-node
44fa67c,portfolio,_background_hover_gradient_angle,background-color,transparent,,no-target-node
44fa67c,portfolio,_background_hover_gradient_angle,background-image,"linear-gradient(748deg, rgb(237, 136, 73) 159%, rgb(54, 71, 110) 215%)",,no-target-node
44fa67c,portfolio,_border_hover_border,border-style,solid,,no-target-node
44fa67c,portfolio,_border_hover_color,border-color,"rgb(162, 191, 198)",,no-target-node
44fa67c,portfolio,_border_hover_width,border-width,48px 49px 50px 51px,,no-target-node
44fa67c,portfolio,_transform_scale_effect_hover,--e-transform-scale,590,,no-target-node
0d69e3b,portfolio,_background_hover_color,background-color,transparent,,no-target-node
0d69e3b,portfolio,_background_hover_gradient_position,background-color,transparent,,no-target-node
0d69e3b,portfolio,_background_hover_gradient_position,background-image,"radial-gradient(rgb(237, 136, 73) 159%, rgb(54, 71, 110) 215%)",,no-target-node
e0dfc9d,portfolio,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
e0dfc9d,portfolio,_background_hover_size,background-size,auto,,no-target-node
e0dfc9d,portfolio,_background_hover_position,background-position,651px 29px,,no-target-node
e0dfc9d,portfolio,_background_hover_ypos,background-position,651px 29px,,no-target-node
e0dfc9d,portfolio,_background_hover_xpos,background-position,651px 29px,,no-target-node
11c4aed,portfolio,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
451efc4,gallery,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
451efc4,gallery,_background_hover_attachment,background-attachment,scroll,,no-target-node
451efc4,gallery,_background_hover_size,background-size,284px,,no-target-node
451efc4,gallery,_background_hover_bg_width,background-size,284px,,no-target-node
451efc4,gallery,_background_hover_color,background-color,"rgb(76, 64, 64)",,no-target-node
451efc4,gallery,_background_hover_position,background-position,center center,,no-target-node
451efc4,gallery,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
451efc4,gallery,_border_hover_border,border-style,none,,no-target-node
451efc4,gallery,_border_radius_hover,border-radius,53px 54px 55px 56px,,no-target-node
451efc4,gallery,_box_shadow_hover_box_shadow,box-shadow,"rgb(100, 67, 163) 3px 5px 7px 2px",,no-target-node
451efc4,gallery,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
451efc4,gallery,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
451efc4,gallery,_transform_rotate_3d_hover,--e-transform-rotateX,235deg,,no-target-node
451efc4,gallery,_transform_rotate_3d_hover,--e-transform-perspective,576px,,no-target-node
451efc4,gallery,_transform_perspective_effect_hover,--e-transform-perspective,576px,,no-target-node
451efc4,gallery,_transform_rotateX_effect_hover,--e-transform-rotateX,235deg,,no-target-node
451efc4,gallery,_transform_rotateY_effect_hover,--e-transform-rotateY,608deg,,no-target-node
451efc4,gallery,_transform_rotateZ_effect_hover,--e-transform-rotateZ,299deg,,no-target-node
451efc4,gallery,_transform_scaleX_effect_hover,--e-transform-scaleX,92,,no-target-node
451efc4,gallery,_transform_scaleY_effect_hover,--e-transform-scaleY,395,,no-target-node
451efc4,gallery,_transform_skewX_effect_hover,--e-transform-skewX,225deg,,no-target-node
451efc4,gallery,_transform_skewY_effect_hover,--e-transform-skewY,456deg,,no-target-node
451efc4,gallery,_transform_translateX_effect_hover,--e-transform-translateX,258px,,no-target-node
451efc4,gallery,_transform_translateY_effect_hover,--e-transform-translateY,806px,,no-target-node
451efc4,gallery,image_border_color_hover,border-color,"rgb(190, 65, 84)",,no-target-node
451efc4,gallery,image_border_radius_hover,border-radius,544px,,no-target-node
451efc4,gallery,image_css_filters_hover_blur,filter,brightness(716%) contrast(113%) saturate(140%) blur(622px) hue-rotate(719deg),,no-target-node
e3acd2f,gallery,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
e3acd2f,gallery,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
e3acd2f,gallery,_background_hover_gradient_angle,background-image,"linear-gradient(459deg, rgb(76, 64, 64) 508%, rgb(86, 80, 117) 403%)","linear-gradient(459deg, rgb(76, 64, 64) 508%, rgb(86, 80, 117) 403%)",not-comparable
e3acd2f,gallery,_border_hover_border,border-style,solid,solid,verified
e3acd2f,gallery,_border_hover_color,border-color,"rgb(63, 159, 124)","rgb(63, 159, 124)",verified
e3acd2f,gallery,_border_hover_width,border-width,36px 37px 38px 39px,36px 37px 38px 39px,not-comparable
e3acd2f,gallery,_transform_scale_effect_hover,--e-transform-scale,114,114,not-comparable
2f4b2dd,gallery,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
2f4b2dd,gallery,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
2f4b2dd,gallery,_background_hover_gradient_position,background-image,"radial-gradient(rgb(76, 64, 64) 508%, rgb(86, 80, 117) 403%)","radial-gradient(rgb(123, 146, 79) 219%, rgb(178, 177, 92) 442%)",not-comparable
1dd417c,gallery,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
1dd417c,gallery,_background_hover_size,background-size,auto,,no-target-node
1dd417c,gallery,_background_hover_position,background-position,949px 728px,,no-target-node
1dd417c,gallery,_background_hover_ypos,background-position,949px 728px,,no-target-node
1dd417c,gallery,_background_hover_xpos,background-position,949px 728px,,no-target-node
0136f4a,gallery,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
3dd3e90,form,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
3dd3e90,form,_background_hover_attachment,background-attachment,scroll,scroll,verified
3dd3e90,form,_background_hover_size,background-size,223px,223px,verified
3dd3e90,form,_background_hover_bg_width,background-size,223px,,no-target-node
3dd3e90,form,_background_hover_color,background-color,"rgb(187, 136, 166)",,no-target-node
3dd3e90,form,_background_hover_position,background-position,center center,,no-target-node
3dd3e90,form,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
3dd3e90,form,_border_hover_border,border-style,none,,no-target-node
3dd3e90,form,_border_radius_hover,border-radius,58px 59px 60px 61px,,no-target-node
3dd3e90,form,_box_shadow_hover_box_shadow,box-shadow,"rgb(58, 117, 51) 3px 5px 7px 2px",,no-target-node
3dd3e90,form,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
3dd3e90,form,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
3dd3e90,form,_transform_rotate_3d_hover,--e-transform-rotateX,279deg,,no-target-node
3dd3e90,form,_transform_rotate_3d_hover,--e-transform-perspective,640px,,no-target-node
3dd3e90,form,_transform_perspective_effect_hover,--e-transform-perspective,640px,,no-target-node
3dd3e90,form,_transform_rotateX_effect_hover,--e-transform-rotateX,279deg,,no-target-node
3dd3e90,form,_transform_rotateY_effect_hover,--e-transform-rotateY,368deg,,no-target-node
3dd3e90,form,_transform_rotateZ_effect_hover,--e-transform-rotateZ,477deg,,no-target-node
3dd3e90,form,_transform_scaleX_effect_hover,--e-transform-scaleX,851,,no-target-node
3dd3e90,form,_transform_scaleY_effect_hover,--e-transform-scaleY,736,,no-target-node
3dd3e90,form,_transform_skewX_effect_hover,--e-transform-skewX,982deg,,no-target-node
3dd3e90,form,_transform_skewY_effect_hover,--e-transform-skewY,654deg,,no-target-node
3dd3e90,form,_transform_translateX_effect_hover,--e-transform-translateX,787px,,no-target-node
3dd3e90,form,_transform_translateY_effect_hover,--e-transform-translateY,307px,,no-target-node
3dd3e90,form,button_background_hover_color,background-color,"rgb(215, 78, 59)",,no-target-node
3dd3e90,form,button_background_hover_color,background-color,"rgb(215, 78, 59)",,no-target-node
3dd3e90,form,button_hover_border_color,border-color,"rgb(60, 141, 82)",,no-target-node
3dd3e90,form,button_hover_border_color,border-color,"rgb(60, 141, 82)",,no-target-node
3dd3e90,form,button_hover_color,color,"rgb(151, 60, 70)",,no-target-node
3dd3e90,form,button_hover_color,color,"rgb(151, 60, 70)",,no-target-node
3dd3e90,form,button_hover_color,fill,"rgb(151, 60, 70)",,no-target-node
3dd3e90,form,previous_button_background_color_hover,background-color,"rgb(167, 83, 230)",,no-target-node
3dd3e90,form,previous_button_border_color_hover,border-color,"rgb(64, 94, 187)",,no-target-node
3dd3e90,form,previous_button_text_color_hover,color,"rgb(159, 101, 94)",,no-target-node
d517ed7,form,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
d517ed7,form,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
